item_name,pic,class_1,class_2,class_3,price,spec,made_in,unit,url
阿舍食堂客家板條(原味),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200090864_1_139543.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,93,95g\*5包/組,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200090864
味丹雙響泡椒麻海鮮湯桶麵106g*3桶,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200061456_1_79398.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,87,106g\*3桶\*組,台灣,3/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200061456
Auchan義大利醃漬彩色甜椒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200072968_1_112878.jpg,進口商品,義大利,罐頭,59,300GR/瓶,義大利,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200072968
台灣菸酒花雕雞麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200119910_1_190399.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,40,200g/碗,,1/碗,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200119910
媽媽麵私房牛肉風味,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058468_1_72075.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,54,75g\*5入/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058468
真爽黑胡椒牛肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058372_1_71816.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,55,80g\*5入/組,,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058372
廣達香海苔旗魚鬆,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058366_1_71802.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,142,255g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058366
真爽麻辣鍋豬肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058378_1_71831.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,55,80g\*5入/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058378
真爽豬肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058384_1_71846.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,55,80g\*5入/組,,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058384
老船長紅燒鰻(辣味),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200106220_1_168925.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,113,100g\*3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200106220
味全,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200057706_1_70007.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,78,甘鮮花瓜170g\*3入/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200057706
味全,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200057694_1_69980.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,66,甘鮮花生麵筋170g\*3入/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200057694
雙響泡哈燒鮮辣牛肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200057214_1_68782.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,81,109g\*3桶\*組,台灣,3/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200057214
大茂大土豆麵筋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200057202_1_68757.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,64,170g\*3罐,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200057202
雙響泡火山岩燒豚骨湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200057220_1_68795.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,81,110g\*3桶\*組,台灣,3/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200057220
康寶濃湯-新火腿玉米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200056692_1_67424.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,69,56.5gx2包/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200056692
康寶濃湯-新港式酸辣,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200056704_1_67452.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,69,53gx2包/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200056704
康寶濃湯-新海鮮,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200056698_1_67436.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,69,43.5gx2包/組,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200056698
手打包紅燒牛肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200055798_1_65164.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,59,85g\*5入/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200055798
維力炸醬麵重量包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200054334_1_61850.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,77,123g\*4入/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200054334
異國美食戀-泰式酸辣湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200052900_1_58614.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,78,86g\*4包/組,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200052900
青葉超Ｑ麵筋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200050020_1_51628.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,59,170g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200050020
巧食齋枸杞人蔘湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200050098_1_51823.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,38,85g\*4包/組,台灣,4/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200050098
味王-經典小館椒麻牛肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200050104_1_51839.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,38,91g\*4包/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200050104
Vono Cop Soup 洋蔥巧達濃湯,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200050014_1_51609.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,44,53.7g/盒,日本,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200050014
廣達香肉醬組合包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200050110_1_51864.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,124,160g\*3罐/組 (原味2罐+辣味1罐),,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200050110
青葉土豆麵筋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200049708_1_50890.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,59,170g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200049708
荷卡廚坊義大利濃湯麵  巧達海鮮,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200049510_1_50366.jpg,方便料理,泡麵‧速食粥/湯,碗裝麵‧桶麵,82,47G\*3杯,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200049510
味全 光州韓式泡菜,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200114654_1_269207.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,55,350g/瓶,,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200114654
江記蔭鳳梨,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200048736_1_48228.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,69,350g/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200048736
江記 壺底蔭豆豉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200048730_1_48213.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,59,360g/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200048730
新東陽茄汁鯖魚,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200047266_1_44556.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,96,230g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200047266
聯夏宮保雞丁,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200046942_1_43794.jpg,方便料理,調理包,調理包,82,200g\*3包/盒,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200046942
美味大師細滑花生醬,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200179856_1_326866.jpg,方便料理,抹醬‧奶油‧起士,抹醬‧果醬‧花生醬,100,500g/罐,印度,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200179856
江記元氣辣豆瓣豆腐乳,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045802_1_40904.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,79,380g/瓶,,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045802
維力一度贊-牛肉包麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045772_1_40829.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,114,205g\*3包/組,台灣,3/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045772
北海鱈魚香絲(120A) 135g,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200206667_1_355100.jpg,零食,愛不釋手零嘴,海苔‧鱈魚絲,72,135g+-6g/包,,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200044650
台糖蕃茄汁鯖魚紅罐,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200042286_1_32020.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,86,220gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200042286
味王當歸藥膳湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200106038_1_168901.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,62,85gx4包/組,台灣,4/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200106038
味全上口鮮嫩玉筍,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200106024_1_168899.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,69,120gx3瓶/組,台灣,3/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200106024
三花咖啡伴侶奶精原味一磅裝,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200039496_1_25342.jpg,方便料理,抹醬‧奶油‧起士,奶油‧煉乳‧巧克力醬,68,453.7g/包,泰國,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200039496
韓國不倒翁(OTTOGI)泡菜風味拉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200039334_1_24829.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,115,120gx5包/袋,韓國,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200039334
大茂三寶(土豆麵筋+黑瓜+幼條瓜),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200038656_1_23394.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,89,170gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200038656
台糖玉米粒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200048502_1_47592.jpg,方便料理,罐頭‧醬菜‧濃湯,泡菜‧玉米,72,340gx3罐/組,泰國,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200048502
雀巢鷹牌煉奶(原味),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045172_1_39410.jpg,方便料理,抹醬‧奶油‧起士,奶油‧煉乳‧巧克力醬,66,170g/條,西班牙,1/條,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045172
綜合蔬菜調和米粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200036226_1_17381.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,75,65gx5包/袋,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200036226
老鍋素食調和米粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200036196_1_17335.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,75,65gx5包/袋,,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200036196
PALDO牛骨湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200035524_1_15752.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,107,102gx5包/袋,韓國,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200035524
新東陽海捕辣味香酥鰻,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200105989_1_168894.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,104,100gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200105989
新東陽海捕紅燒香酥鰻,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200035356_1_15369.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,104,100gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200035356
大茂黑瓜素肉醬(素食系列),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200105982_1_168893.jpg,方便料理,罐頭‧醬菜‧濃湯,海苔醬‧豆腐乳‧肉醬,69,180g\*3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200105982
遠洋牌玉米鮪魚三明治,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200034552_1_13357.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,96,110gx3罐/組,台灣,3/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200034552
VONO Cup Soup起司巧達濃湯 20.8gx3,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200034270_1_12306.jpg,方便料理,泡麵‧速食粥/湯, 速食粥‧湯,44,20.8gx3包/盒,,3/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200034270
味王紅燒牛肉湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200029200_1_1933.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,62,83gx5包/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200029200
味王香菇肉羹湯麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200105891_1_168880.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,55,87gx5包/組,台灣,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200105891
PALDO泡菜麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200029194_1_1922.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,105,120gx5包/袋,韓國,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200029194
味味一品-原汁珍味牛肉麵(袋麵),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045190_1_39457.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,99,185gx3包/組,,3/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045190
味味一品-原汁珍味爌肉麵(袋麵),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045220_1_39530.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,99,190gx3包/組,,3/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045220
[張君雅]捏碎麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200161747_1_293633.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,35,40gx5包/組,,5/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200161747
味全上口花生麵筋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200037324_1_341.jpg,方便料理,罐頭‧醬菜‧濃湯,醬菜‧醬瓜‧麵筋,89,170gx3瓶/組,台灣,3/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200037324
廣達香素食香鬆-海苔芝麻,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200029386_1_21.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,65,150g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200029386
廣達香素食香鬆-珍味,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200029392_1_28.jpg,方便料理,罐頭‧醬菜‧濃湯,肉鬆‧魚鬆‧香鬆,71,150g/罐,台灣,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200029392
摩卡奶精,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200040846_1_28182.jpg,方便料理,抹醬‧奶油‧起士,奶油‧煉乳‧巧克力醬,132,900g/袋,台灣,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200040846
RT大潤發紅燒鰻(易開罐),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200125956_1_203892.jpg,方便料理,罐頭‧醬菜‧濃湯,水產罐頭,87,100g\*3罐/組,台灣,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200125956
農心辛拉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200045844_1_40994.jpg,方便料理,泡麵‧速食粥/湯,包裝麵,108,120gx4包/袋,,1/袋,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200045844
